textID,text,selected_text,sentiment,text_length
743691574d,"I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch","I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral,25
97576d1405,"fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can`t find a karaoke track in a high enough key",but i can`t find a karaoke track in a high enough key,negative,28
66a93bc52d,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!","I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",neutral,22
240bfbbc78,"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner",Good afternoon all. Sorted technical glitch.,positive,24
27f7266f1f,Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ,Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ,neutral,23
318050f9de,im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,neutral,25
57342ea5db,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative,21
3077b6b833,"I`m a genius  put rug in washing machine, left folding door half open, machine moved now door won`t close or open. shaking head.","I`m a genius  put rug in washing machine, left folding door half open, machine moved now door won`t close or open. shaking head.",neutral,23
5e8b129ae0, WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,THAT`S NOT FAIR,negative,24
1b93144d12,Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  ****,Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please,positive,21
4cbfc6a9fa,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,I won`t whine about bad beats  ..,positive,25
19b7fd49bd,"_weber I wrote a leadership essay abt its founder. The expansion didn`t went well, tried to break in America. Lots of money burned.",burned.,negative,23
139d69ebfb,Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight,nice,positive,25
b6be5c2669, that is truly impressive. Can`t come close to that. Takes the argument over whether web needs subs to a new level though,that is truly impressive.,positive,22
02b88062b3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,neutral,28
1be9b3f318, perhaps she will start including #magic in all of her tweets now too. BTW... you didn`t write #magic in ur tweet to me.,perhaps she will start including #magic in all of her tweets now too. BTW... you didn`t write #magic in ur tweet to me.,neutral,23
3e73b119d8, I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,I`m so sorry  do you want me to call?,negative,26
21ace14664,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,sad,negative,24
be445111e7,: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,Lol it went okay! As,positive,33
800700f62c,"is wondering what actually to do, when I have a week to do **** all bar pack, most peeps r leavin too",****,negative,22
5ed3190357,Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,Happy as can be!,positive,23
02dd3886b5,feels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,eels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,neutral,23
b4458fd6a5,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.","Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",neutral,27
937a0e0cfa,"Doing my FF later, too busy making up plans for today. Beshie   is gonna be in DC June 5-6 for a bball game.",busy,negative,23
7972092a15,Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww,t. Ew,negative,21
8866882869,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it`s in the Mission Viejo mall,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad,neutral,25
348c72a49d,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive,21
722ca3ecbb,"was doing a hard copy doc review,while writing comments realized `ve forgotten writing i.e. on paper,can hardly recognize or read it back",hardly recognize or read it back,negative,22
7e0bd4b60f,_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.,fun,positive,24
e2808976d1,"_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x",love,positive,28
a3bf957c89," at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile","at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile",neutral,22
ac3504ca07," Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick","Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick",neutral,23
3496566cc2," IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT","IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF",neutral,24
f59006f733, Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!,Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!,neutral,21
8a60acff0f,The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,Blockbuster.c,positive,24
b01cd83ef4,"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn`t care   GO KINGS in 2009/2010","#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn`t care   GO KINGS in 2009/2010",neutral,24
bc024b914f, don`t forget to follow emma from london =  like you said you would! I wish you aswered my calls  it cost me ï¿½14,like you said you would! I wish you aswered my calls  it cost me,positive,23
3b325823e4,Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person,disproves,negative,23
37a8a1cfce,"Oh, my God..... The end of the first course))) don`t believe in it) but, yeh, so many exams  La-la-la// everything is wonderful!!!!!!!!!!",wonderful!,positive,22
09f6e21fa6, - I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,- I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,neutral,22
63bc38e0c8,"**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard","**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard",neutral,21
4e8c75d9bf,uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp.! omq tomorroww iss mother`s dayy,but i juss cantt sleepp.! omq,negative,24
1729940544,Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow,Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow,neutral,22
3b012ceed8,"  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good","e,so far so good",positive,27
6dbbd88efb," bananabrain2 got hit by a car and got screwed! : O, 32 oepn wounds, a broken finger, broken toe (both toe and nail) f**ed up",screwed!,negative,25
5d1f958304,We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.,we have wasted our vacation money,negative,26
5e0a8390d1, feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love yout,neutral,21
8db2c0be30,Getting ready to launch the podcast of chapter 1 of 'Turning Left at Albuquerque' this morning. I know you`re excited - so am I!,I know you`re excited -,positive,24
b9c6bd594d,"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",so hard,negative,22
af70204441,"This is for nicole ï¿½ Its raining, make sure you bring an umbrellaï¿½ See its not about the pack train I`m on today","This is for nicole ï¿½ Its raining, make sure you bring an umbrellaï¿½ See its not about the pack train I`m on today",neutral,23
2a27d34059,"Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?","Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?",neutral,23
d93bc4e903,"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  'Now I`m in stitches ooooover you and oooover you, oh'",misse,negative,25
0ed3300bcd,"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!","had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!",positive,21
8fccceea97," if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl","if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",neutral,23
c18af50515, no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something,1 dont really mean anything to me anymore,negative,26
f2e422b4a2,Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend....pictures to follow at 95sx.com,Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend.,neutral,22
e2e8eb98c1,Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,Sad,negative,23
e6dd04089e, yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,t i dnt even care anymore,negative,26
56f4858e28,I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,neutral,23
379e89dbe2,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,neutral,26
cd521f760b,That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,neutral,21
2f6c8287b9," He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs.",steals,negative,22
aeb913f372,"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",HAPPY,positive,21
047892c4a4, I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won`t see him until Sunday.,I am missing him terribly.,negative,24
0bc37920e0,"http://twitpic.com/675tw - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",sad,negative,23
4f515f5e73,"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.","hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",neutral,27
108e760fe8,"So happy that it`s FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy`s spirit...",So happy,positive,25
c057dc3330," i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t.","i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t",neutral,21
0d65bcca49,"my brain is gonna explode, a minute from now ) it is full of numbers @-) this should be the cliiimb. :-j i`m climbing the: mt. numbers.","my brain is gonna explode, a minute from now )",negative,27
f471c7f387,Going to buffalo wild wings to meet up with my best friends I haven`t seen in forever! Too bad I can`t eat the food,bad,negative,24
de79cc363c, I had bad net issues on Weds so couldn`t broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,d bad,negative,22
26ab64aae7,Basil will be the highlight of my day. I`ve just had an old man lecture me on the greatness of the Telegraph. What an idiot,Basil will be the highlight of my day. I`ve just had an old man lecture me on the greatness of the Telegraph. What an idiot,neutral,25
5a9e4ad38a,I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,I so like,positive,27
6175d57cf0,"   plus, it is going to clash with ugly betty when channel 4 shows season 3 next month as well. grrr  !",is going to cla,negative,21
633b957253,Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note,Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note,negative,27
944c44e2e1, oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. <3,. I better get to see you. <3,positive,24
5b25dc3a8d,"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested","not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested",neutral,28
a514c68ad4,Waiting for Raimi`s new horror flick Drag Me To Hell. I`m really excited for this! Too bad it`s not in #amcmain in KC,Waiting for Raimi`s new horror flick Drag Me To Hell. I`m really excited for this! Too bad it`s not in #amcmain in KC,neutral,23
83bd9bb81b,OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.,NOOOOOOOOOOOO!,negative,26
429b29a809,Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,Got the CofO to late didn`t close today   Will close Monday....back out to meet a buyer tonight to show a few homes to,neutral,23
dde52024e4,Finally at home. Who decides it`s time for more work at 17:10 on the Friday of a long weekend... apparently my client.,Finally at home. Who decides it`s time for more work at 17:10 on the Friday of a long weekend... apparently my client.,neutral,22
2a9874434e,Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered,HAPPY,positive,27
840a19bc35,"spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.","i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",neutral,23
e84447e448, The creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs!,creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs,neutral,23
ef276daf1b,  I Hate It There Should Be A Endless Supply Of Hot Water!  I Put the Water Heater On 20mins Ago So Ill Be Gone In 10mins  ****,I Hate It,negative,27
ce6e011055,Hank Thompson ï¿½ The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh,Hank Thompson ï¿½ The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh,neutral,22
0c558f481b,":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",neutral,28
a6e318ec0d,theres nothing worse than working on a friday night and having to wake up at 6 am on a saturday. I want my babe,worse,negative,24
88dfba044d," hey perez! good luck! well, i`m still planning for a big present to be given for my mom! i love you mom!",good,positive,22
40adafcc68," Can`t go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!","Can`t go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!",neutral,23
295d95bb65, naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they`re saying tho,naisee. is it bad that i can see lens flares all arond me while listening to it? XD cant really catch what they`re saying tho,neutral,25
98ff65a7d6, Thanks so much for following! The Muse has much gratitude and wishes you a magnificent & productive start to your day!,gratitude and wishes you a magnificent & productive start to your day!,positive,21
c3e5cad4ff," A couple of other guys did similar mods, so it may not have been mine that  saw. I think mine`s the best, but I`m biased",". I think mine`s the best, but I`m biased",neutral,25
084700c0ea,"_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal","_xo hey hey, ur following me  ur gna relise that i tweet ALOT!! haha more than a normal person wud but im not normal",neutral,24
fa0365ff09,"**** it...Margie said she couldn`t share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her",**** it...,negative,24
7a20787e73,i wonder if there is a life after Alzheimer`s caring. beyond despair. poverty sux but commerce is futile. there is no description. mommy,beyond despair.,negative,23
2105ff4993, so i spoke too soon.... & my weekend may be delayed for like 20 more min  aaaah i gottaaa get outttt of here b4 i lose it,4 i lose it,negative,27
9e9a89a2d7,Back at home. At the moment Iï¿½m speaking to my aunt on the telephone and Darius is neighting in the backround... Miss my little horse,Miss,negative,25
f610efb0e3,My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,neutral,26
f7f31ac8c3," yeah, I also had to do a paper.. I only have one more final left: algebra.. & I take it on my birthday!!   (june 3)","yeah, I also had to do a paper.. I only have one more final left: algebra.. & I take it on my birthday!!   (june 3)",neutral,25
918a4ceb32," yep, itï¿½s Mothers Day here as well but me and my family ignore it!  weï¿½re celebrating it EVERY day ... LOL","yep, itï¿½s Mothers Day here as well but me and my family ignore it!  weï¿½re celebrating it EVERY day ... LOL",neutral,21
77255dfc29, so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,so glad i did not say hi to last night... i dont want the flu... but sry if you really do have it,neutral,23
caa45036c5,"Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!","Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!",neutral,31
736c2b7a3e,Home from Disney...best time in a long time...howl at the moon tonight for GBA and then BHB Tuesday  oh drummer boy  niiight,best,positive,22
b7c40eced7,i am up - dont want to be though  wish i had slept in more heather woke me up. i`ve got to work later but first i will read some twilight!,dont want to be though  wish i had slept in more,negative,31
af0f1b459a," Not really, injured so can`t do much exercise. The KG`s are coming on already. Also still looking to rent some place!!  Fun times!",Fun times!,positive,23
75e4e9bb68,Getting ready for work... think I`m catching a cold  yay!! Now I gotta pull a 9 hour shift... holla at ya sometime tomorrow.. peace,Getting ready for work... think I`m catching a cold  yay!! Now I gotta pull a 9 hour shift... holla at ya sometime tomorrow.. peace,neutral,24
3e6cc1a2d8,Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I <3 TD http://tinyurl.com/m5y2mw,Miss it already,negative,21
83f8008df0," Wish i was out an about, stuck in with a pile of boxes, a sore back and a load of tesco blue shopper bags to fill from the kitchen",sore back,negative,29
6feeed89d9,_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,bothered,positive,25
ce946643d5,i JUST **** cleaned the whole kitchen....and the **** comes home & is going to make a mess of it...my mom didn`t even get to see it,**** comes home & is going to make a mess of it..,negative,27
433d0e9177," lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",y sadfaced,negative,24
2fcf97e2ff," def cheese and onion  however after being back in the states for 4 months, finding a bag of salt&vinegar...they tasted GREAT!",d GREAT,positive,21
e10cca457c,Trying to sleep without any pills... Not working. 3am and wide awake. But now it`s too late to take them because I`ll sleep til 3pm,now it`s too late,negative,25
f8109b4028," OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!","OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!",neutral,22
ec3201c4b0,Have to keep bumping the mouse so my computer doesn`t go to sleep. No Internet access  No files to work on. Slowest Friday eeeeevvveeerrrr,Slowest Friday eeeeevvveeerrrr,negative,24
1b31bd0ebe,"the people are coming to kill my mouse on monday    i have mixed emotions.  i mean, he lives in my desk drawer!!",kill,negative,22
e0ec859ddc,hypervenilating cuz i just watched keith urban`s new video!!!   trying to calm down and im realizing how far away august 13 is!!!!,hypervenilating cuz i just watched keith urban`s new video!!!   trying to calm down and im realizing how far away august 13 is!!!!,neutral,22
70309f67d5,"I was so close into entering Pogue `s book today ' World according to twitter' , yet now I seem so far.!!!!!!!!!!!!","I was so close into entering Pogue `s book today ' World according to twitter' , yet now I seem so far.!!!!!!!!!!!!",neutral,22
f9b667e1ed,_Tech I just woke up a little while ago i did sleep a couple of hours lol i`m wide awake now,just woke up a little while ago i did sleep a couple of hours lol i`m wide awake now,neutral,21
850a9479e8,a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...,i think i am going to cry now...,negative,24
128f3ad087,"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not",but it is not,negative,22
43bb787b06,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.","Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",neutral,26
b0cce5a6b8,"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it","Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it",negative,27
64a62607f1, Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,neutral,21
6b345b3d40, I also used to be close with adiel and sabby. But now they changed alot. I like when we were in sec 1.,like,positive,23
6809fcfbbd," haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away..","haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away..",positive,25
d80733f533, i have a song suggestion. anything from the veronicas first album - the secret life of...  that would be a good choice,that would be a good choice,positive,22
61c965ec89,"just got home after an hour at the track, I feel real good now =P running is nice  and abs work and push ups haha =P",I feel real good now,positive,26
bd7ce9d236,"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me",hate:,negative,21
4b0870c2ec, Here`s a more appropriate @ tweet... is everything ok  Your last 3 days of tweets don`t paint a good picture :-C,s don`t paint a good picture,negative,21
b7a43d05e2,would rather be with the bride doing last minute wedding stuff instead of being stuck behind a desk until 5.  Someday...,stuck,negative,21
75d9c8c7d5,"nyc placements have started to come out, but it looks like upgrades might have to wait yet another two weeks for placements! dreadfully",dreadfully,negative,23
fe6f10177d,"_x i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ...","i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ...",neutral,25
40383e4ce0,"I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them","I justwatched like, 5 straight episodes of escaped on ID Discovery channel. A guy imprisoned 6 women, killed 2 and cooked them",neutral,22
4f2a6454af,Evenin` tweeties. Phew it`s been hot! Not that I`m complaining. Walked 4 miles into town today and felt all hot `n sweaty   Was nice tho.,felt all hot `n sweaty   Was nice tho.,neutral,25
622ee0ba29,"the good thing of having a fever is feeling cold, especially in such hot weather. I think I`m hallucinating lol  .","the good thing of having a fever is feeling cold, especially in such hot weather. I think I`m hallucinating lol  .",neutral,21
0c55426e67,"_n_DC amendment 4.5: the right to be big pimpin? Because gotta say, a positive right at best. Man, 2nd time tonight w/ this thrd",positive,positive,24
bc6d3408ee,"_Hemmat she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t","she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t",neutral,25
762b429364, Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome,. The detalis can get a bit gruesome,negative,21
67030606a3," mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full","mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",neutral,24
1ba3590d9b,i should have run today  but i let my slight aches be a bad excuse    i`ll make it up tomorrow go 5.5,bad excuse,negative,22
b94c7eeaf4,Comp. Mental Health wouldn`t take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  < ...,worth,positive,28
93755df0f2,Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it,one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn`t make it,negative,22
03c0a20b7a, lol - funny thing is - I don`t even know what class or even race half of the people in our group are   yes - I am THAT clueless,- I am THAT clueles,neutral,29
81a39f976c,What`s up yall! I made it an early night!  I think ima bout to take a shower and chill witcha! Did I miss anything?,chill,positive,24
835027a4f7," Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone!",", thanks",positive,21
5ab98e987d,"i`m awake, too early for my liking on a sunday...but i`m looking at my pictures  last night was bloody awesome, there are no words...","bloody awesome,",positive,24
d7d3387162,"Im starting to rethink my 'I cant stand cold places' stance..this heat, humidity is unbearable & i cant stand the ac no more  #meltingaway",unbearable,negative,24
18cf31009a,  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,. i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,neutral,23
0d4aabd4b1,listening to music!! my phone just died on me  !! Can`t find my charger... my brother needs 2 stop taking mine without asking!!,my phone just died on me  !! Can`t find my charger... my brother needs 2 stop taking mine without asking!!,negative,23
1635b82ee7, did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,did your car get towed? Thats what happened to redgie`s car last time he went there  another reason why i don`t like splashtown,neutral,23
66ec130cfc,_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,you make me sad.,negative,26
9e39f382f5,gahh. my freaking lip ring is going to be the death of me. it never cooraperates with me. and im over it now jack haha;,death,negative,25
7c5d5895c7," - oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha","- oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha",neutral,22
396c09853b,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,neutral,21
caa922ad00, Dang me too! It`s only a 4 hour drive! Too bad it`s my daughters 1st bday party  it`s hosted by Donnie,Too bad,negative,21
8ffcc03299,"I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.","I`ve got to meet him tomorrow, midday and hopefully, fingers crossed, it`ll all be sorted. My head is still hurting though.",neutral,21
dcacc9ef8f,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,They just layed off 23 teachers in the city near me  I wonder if I should be thinking about not going into that jobfield...,neutral,24
86d15f120f,"Tomorrow`s mother`s day. I need to get all my **** together soon.. Noor left, It was fun  it`s been NINE months!",It was fun  it`s been NINE months!,positive,21
35141c3060,"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!","Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!",neutral,22
f5190367e2,"Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That`ll learn me...","Morning. Panic. Clicked a link and opened up my browser. Firefox, what have you done with all my saved tabs??? Gone! That`ll learn me...",neutral,24
63fec8932a,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,neutral,24
1556b527e4,"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn`t working, just realised it was on the lowest setting",just realised it was on the lowest setting,neutral,24
93e3c08b4d,"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom","I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",negative,21
